,Program,Project,Projectcode,Parentproject,StationName,StationCode,Datum,GeometryShape,SampleDate,CollectionTime,SamplingAgency,ProtocolCode,LocationCode,HydroModLoc,Hydromod,CollectionReplicate,CollectionMethodName,SampleType,PersonnelCode,SampleComments,BACollectionComments,CollectionDeviceName,LabSampleID,FinalID,Phylum,Class,Orders,Family,Genus,Species,LifeStageName,DistinctOrganism,Counts,BAResult,Unit,TaxonomicQualifier,ExcludedTaxa,Comments,SieveSize,SieveSizeUnit,CollectionDepth,UnitCollectionDepth,GrabSize,UnitGrabSize,ResQualCode,ComplianceCode,county,county_fips,regional_board,rb_number,huc8,huc8_number,huc10,huc10_number,huc12,huc12_number,waterbody_type,SampleID,geometry,Subregion,
220,American Rivers Restoration,Three Creeks Restoration,3CREEKS,Marsh Creek Watershed,Marsh Ck at Tech Center,MC08,WGS84,NA,4/24/2019,1899-12-31 14:00:00,American Rivers,SWAMP_2016_WS,X,NR,NR,1,BMI_Reach-WideBenthos,Integrated,0,Few cobbles present,NA,D-Frame Kick Net,3987,Baetis,Arthropoda,Insecta,Ephemeroptera,Baetidae,Baetis,NA,Larva,0,NA,1,count,None,NA,NA,0.5mm,0,NA,m,0.99,m2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.701, 37.948),Confluence
221,American Rivers Restoration,Three Creeks Restoration,3CREEKS,Marsh Creek Watershed,Marsh Ck at Tech Center,MC08,WGS84,NA,4/24/2019,1899-12-31 14:00:00,American Rivers,SWAMP_2016_WS,X,NR,NR,1,BMI_Reach-WideBenthos,Integrated,0,Few cobbles present,NA,D-Frame Kick Net,3987,Chironomini,Arthropoda,Insecta,Diptera,Chironomidae,NA,NA,Larva,0,NA,3,count,None,NA,NA,0.5mm,0,NA,m,0.99,m2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.701, 37.948),Confluence
222,American Rivers Restoration,Three Creeks Restoration,3CREEKS,Marsh Creek Watershed,Marsh Ck at Tech Center,MC08,WGS84,NA,4/24/2019,1899-12-31 14:00:00,American Rivers,SWAMP_2016_WS,X,NR,NR,1,BMI_Reach-WideBenthos,Integrated,0,Few cobbles present,NA,D-Frame Kick Net,3987,Fallceon,Arthropoda,Insecta,Ephemeroptera,Baetidae,Fallceon,NA,Larva,0,NA,1,count,None,NA,NA,0.5mm,0,NA,m,0.99,m2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.701, 37.948),Confluence
223,American Rivers Restoration,Three Creeks Restoration,3CREEKS,Marsh Creek Watershed,Marsh Ck at Tech Center,MC08,WGS84,NA,4/24/2019,1899-12-31 14:00:00,American Rivers,SWAMP_2016_WS,X,NR,NR,1,BMI_Reach-WideBenthos,Integrated,0,Few cobbles present,NA,D-Frame Kick Net,3987,Gyraulus,Mollusca,Gastropoda,Basommatophora,Planorbidae,Gyraulus,NA,Undefined,0,NA,4,count,None,NA,NA,0.5mm,0,NA,m,0.99,m2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.701, 37.948),Confluence
224,American Rivers Restoration,Three Creeks Restoration,3CREEKS,Marsh Creek Watershed,Marsh Ck at Tech Center,MC08,WGS84,NA,4/24/2019,1899-12-31 14:00:00,American Rivers,SWAMP_2016_WS,X,NR,NR,1,BMI_Reach-WideBenthos,Integrated,0,Few cobbles present,NA,D-Frame Kick Net,3987,Helisoma,Mollusca,Gastropoda,Basommatophora,Planorbidae,Helisoma,NA,Undefined,0,NA,4,count,None,NA,NA,0.5mm,0,NA,m,0.99,m2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.701, 37.948),Confluence
225,American Rivers Restoration,Three Creeks Restoration,3CREEKS,Marsh Creek Watershed,Marsh Ck at Tech Center,MC08,WGS84,NA,4/24/2019,1899-12-31 14:00:00,American Rivers,SWAMP_2016_WS,X,NR,NR,1,BMI_Reach-WideBenthos,Integrated,0,Few cobbles present,NA,D-Frame Kick Net,3987,Hyalella,Arthropoda,Malacostraca,Amphipoda,Hyalellidae,Hyalella,NA,Undefined,0,NA,41,count,None,NA,NA,0.5mm,0,NA,m,0.99,m2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.701, 37.948),Confluence
226,American Rivers Restoration,Three Creeks Restoration,3CREEKS,Marsh Creek Watershed,Marsh Ck at Tech Center,MC08,WGS84,NA,4/24/2019,1899-12-31 14:00:00,American Rivers,SWAMP_2016_WS,X,NR,NR,1,BMI_Reach-WideBenthos,Integrated,0,Few cobbles present,NA,D-Frame Kick Net,3987,Lymnaea,Mollusca,Gastropoda,Basommatophora,Lymnaeidae,Lymnaea,NA,Undefined,0,NA,1,count,None,NA,NA,0.5mm,0,NA,m,0.99,m2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.701, 37.948),Confluence
227,American Rivers Restoration,Three Creeks Restoration,3CREEKS,Marsh Creek Watershed,Marsh Ck at Tech Center,MC08,WGS84,NA,4/24/2019,1899-12-31 14:00:00,American Rivers,SWAMP_2016_WS,X,NR,NR,1,BMI_Reach-WideBenthos,Integrated,0,Few cobbles present,NA,D-Frame Kick Net,3987,Oligochaeta,Annelida,Oligochaeta,NA,NA,NA,NA,Undefined,0,NA,298,count,None,NA,NA,0.5mm,0,NA,m,0.99,m2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.701, 37.948),Confluence
228,American Rivers Restoration,Three Creeks Restoration,3CREEKS,Marsh Creek Watershed,Marsh Ck at Tech Center,MC08,WGS84,NA,4/24/2019,1899-12-31 14:00:00,American Rivers,SWAMP_2016_WS,X,NR,NR,1,BMI_Reach-WideBenthos,Integrated,0,Few cobbles present,NA,D-Frame Kick Net,3987,Orthocladiinae,Arthropoda,Insecta,Diptera,Chironomidae,NA,NA,Larva,0,NA,14,count,None,NA,NA,0.5mm,0,NA,m,0.99,m2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.701, 37.948),Confluence
229,American Rivers Restoration,Three Creeks Restoration,3CREEKS,Marsh Creek Watershed,Marsh Ck at Tech Center,MC08,WGS84,NA,4/24/2019,1899-12-31 14:00:00,American Rivers,SWAMP_2016_WS,X,NR,NR,1,BMI_Reach-WideBenthos,Integrated,0,Few cobbles present,NA,D-Frame Kick Net,3987,Orthocladiinae,Arthropoda,Insecta,Diptera,Chironomidae,NA,NA,Pupa,0,NA,2,count,None,NA,NA,0.5mm,0,NA,m,0.99,m2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.701, 37.948),Confluence
230,American Rivers Restoration,Three Creeks Restoration,3CREEKS,Marsh Creek Watershed,Marsh Ck at Tech Center,MC08,WGS84,NA,4/24/2019,1899-12-31 14:00:00,American Rivers,SWAMP_2016_WS,X,NR,NR,1,BMI_Reach-WideBenthos,Integrated,0,Few cobbles present,NA,D-Frame Kick Net,3987,Ostracoda,Arthropoda,Ostracoda,NA,NA,NA,NA,Undefined,0,NA,137,count,None,NA,NA,0.5mm,0,NA,m,0.99,m2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.701, 37.948),Confluence
231,American Rivers Restoration,Three Creeks Restoration,3CREEKS,Marsh Creek Watershed,Marsh Ck at Tech Center,MC08,WGS84,NA,4/24/2019,1899-12-31 14:00:00,American Rivers,SWAMP_2016_WS,X,NR,NR,1,BMI_Reach-WideBenthos,Integrated,0,Few cobbles present,NA,D-Frame Kick Net,3987,Oxyethira,Arthropoda,Insecta,Trichoptera,Hydroptilidae,Oxyethira,NA,Larva,0,NA,1,count,None,NA,NA,0.5mm,0,NA,m,0.99,m2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.701, 37.948),Confluence
232,American Rivers Restoration,Three Creeks Restoration,3CREEKS,Marsh Creek Watershed,Marsh Ck at Tech Center,MC08,WGS84,NA,4/24/2019,1899-12-31 14:00:00,American Rivers,SWAMP_2016_WS,X,NR,NR,1,BMI_Reach-WideBenthos,Integrated,0,Few cobbles present,NA,D-Frame Kick Net,3987,Physa,Mollusca,Gastropoda,Basommatophora,Physidae,Physa,NA,Undefined,0,NA,76,count,None,NA,NA,0.5mm,0,NA,m,0.99,m2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.701, 37.948),Confluence
233,American Rivers Restoration,Three Creeks Restoration,3CREEKS,Marsh Creek Watershed,Marsh Ck at Tech Center,MC08,WGS84,NA,4/24/2019,1899-12-31 14:00:00,American Rivers,SWAMP_2016_WS,X,NR,NR,1,BMI_Reach-WideBenthos,Integrated,0,Few cobbles present,NA,D-Frame Kick Net,3987,Potamopyrgus antipodarum,Mollusca,Gastropoda,Hypsogastropoda,Hydrobiidae,Potamopyrgus,Potamopyrgus antipodarum,Undefined,0,NA,6,count,None,NA,NA,0.5mm,0,NA,m,0.99,m2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.701, 37.948),Confluence
234,American Rivers Restoration,Three Creeks Restoration,3CREEKS,Marsh Creek Watershed,Marsh Ck at Tech Center,MC08,WGS84,NA,4/24/2019,1899-12-31 14:00:00,American Rivers,SWAMP_2016_WS,X,NR,NR,1,BMI_Reach-WideBenthos,Integrated,0,Few cobbles present,NA,D-Frame Kick Net,3987,Simulium,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,NA,Larva,0,NA,1,count,None,NA,NA,0.5mm,0,NA,m,0.99,m2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.701, 37.948),Confluence
235,American Rivers Restoration,Three Creeks Restoration,3CREEKS,Marsh Creek Watershed,Marsh Ck at Tech Center,MC08,WGS84,NA,4/24/2019,1899-12-31 14:00:00,American Rivers,SWAMP_2016_WS,X,NR,NR,1,BMI_Reach-WideBenthos,Integrated,0,Few cobbles present,NA,D-Frame Kick Net,3987,Tanypodinae,Arthropoda,Insecta,Diptera,Chironomidae,NA,NA,Larva,0,NA,5,count,None,NA,NA,0.5mm,0,NA,m,0.99,m2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.701, 37.948),Confluence
236,American Rivers Restoration,Three Creeks Restoration,3CREEKS,Marsh Creek Watershed,Marsh Ck at Tech Center,MC08,WGS84,NA,4/24/2019,1899-12-31 14:00:00,American Rivers,SWAMP_2016_WS,X,NR,NR,1,BMI_Reach-WideBenthos,Integrated,0,Few cobbles present,NA,D-Frame Kick Net,3987,Tanytarsini,Arthropoda,Insecta,Diptera,Chironomidae,NA,NA,Larva,0,NA,14,count,None,NA,NA,0.5mm,0,NA,m,0.99,m2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.701, 37.948),Confluence
237,American Rivers Restoration,Three Creeks Restoration,3CREEKS,Marsh Creek Watershed,Marsh Ck. below Sand Ck,MC12,WGS84,NA,4/24/2019,1899-12-31 09:00:00,American Rivers,SWAMP_2016_WS,X,NA,None,1,BMI_Reach-WideBenthos,Integrated,0,Insufficient cobble assessed,NA,D-Frame Kick Net,3985,Baetis,Arthropoda,Insecta,Ephemeroptera,Baetidae,Baetis,NA,Larva,0,NA,34,count,None,NA,NA,0.5mm,0,NA,m,0.99,m2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.707, 37.938),Confluence
238,American Rivers Restoration,Three Creeks Restoration,3CREEKS,Marsh Creek Watershed,Marsh Ck. below Sand Ck,MC12,WGS84,NA,4/24/2019,1899-12-31 09:00:00,American Rivers,SWAMP_2016_WS,X,NA,None,1,BMI_Reach-WideBenthos,Integrated,0,Insufficient cobble assessed,NA,D-Frame Kick Net,3985,Corixidae,Arthropoda,Insecta,Hemiptera,Corixidae,NA,NA,Larva,0,NA,1,count,None,NA,NA,0.5mm,0,NA,m,0.99,m2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.707, 37.938),Confluence
239,American Rivers Restoration,Three Creeks Restoration,3CREEKS,Marsh Creek Watershed,Marsh Ck. below Sand Ck,MC12,WGS84,NA,4/24/2019,1899-12-31 09:00:00,American Rivers,SWAMP_2016_WS,X,NA,None,1,BMI_Reach-WideBenthos,Integrated,0,Insufficient cobble assessed,NA,D-Frame Kick Net,3985,Ephemerella,Arthropoda,Insecta,Ephemeroptera,Ephemerellidae,Ephemerella,NA,Larva,0,NA,1,count,None,NA,NA,0.5mm,0,NA,m,0.99,m2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.707, 37.938),Confluence
240,American Rivers Restoration,Three Creeks Restoration,3CREEKS,Marsh Creek Watershed,Marsh Ck. below Sand Ck,MC12,WGS84,NA,4/24/2019,1899-12-31 09:00:00,American Rivers,SWAMP_2016_WS,X,NA,None,1,BMI_Reach-WideBenthos,Integrated,0,Insufficient cobble assessed,NA,D-Frame Kick Net,3985,Fallceon,Arthropoda,Insecta,Ephemeroptera,Baetidae,Fallceon,NA,Larva,0,NA,1,count,None,NA,NA,0.5mm,0,NA,m,0.99,m2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.707, 37.938),Confluence
241,American Rivers Restoration,Three Creeks Restoration,3CREEKS,Marsh Creek Watershed,Marsh Ck. below Sand Ck,MC12,WGS84,NA,4/24/2019,1899-12-31 09:00:00,American Rivers,SWAMP_2016_WS,X,NA,None,1,BMI_Reach-WideBenthos,Integrated,0,Insufficient cobble assessed,NA,D-Frame Kick Net,3985,Helisoma,Mollusca,Gastropoda,Basommatophora,Planorbidae,Helisoma,NA,Undefined,0,NA,3,count,None,NA,NA,0.5mm,0,NA,m,0.99,m2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.707, 37.938),Confluence
242,American Rivers Restoration,Three Creeks Restoration,3CREEKS,Marsh Creek Watershed,Marsh Ck. below Sand Ck,MC12,WGS84,NA,4/24/2019,1899-12-31 09:00:00,American Rivers,SWAMP_2016_WS,X,NA,None,1,BMI_Reach-WideBenthos,Integrated,0,Insufficient cobble assessed,NA,D-Frame Kick Net,3985,Hyalella,Arthropoda,Malacostraca,Amphipoda,Hyalellidae,Hyalella,NA,Undefined,0,NA,1,count,None,NA,NA,0.5mm,0,NA,m,0.99,m2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.707, 37.938),Confluence
243,American Rivers Restoration,Three Creeks Restoration,3CREEKS,Marsh Creek Watershed,Marsh Ck. below Sand Ck,MC12,WGS84,NA,4/24/2019,1899-12-31 09:00:00,American Rivers,SWAMP_2016_WS,X,NA,None,1,BMI_Reach-WideBenthos,Integrated,0,Insufficient cobble assessed,NA,D-Frame Kick Net,3985,Lymnaea,Mollusca,Gastropoda,Basommatophora,Lymnaeidae,Lymnaea,NA,Undefined,0,NA,2,count,None,NA,NA,0.5mm,0,NA,m,0.99,m2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.707, 37.938),Confluence
244,American Rivers Restoration,Three Creeks Restoration,3CREEKS,Marsh Creek Watershed,Marsh Ck. below Sand Ck,MC12,WGS84,NA,4/24/2019,1899-12-31 09:00:00,American Rivers,SWAMP_2016_WS,X,NA,None,1,BMI_Reach-WideBenthos,Integrated,0,Insufficient cobble assessed,NA,D-Frame Kick Net,3985,Menetus,Mollusca,Gastropoda,Basommatophora,Planorbidae,Menetus,NA,Undefined,0,NA,1,count,None,NA,NA,0.5mm,0,NA,m,0.99,m2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.707, 37.938),Confluence
245,American Rivers Restoration,Three Creeks Restoration,3CREEKS,Marsh Creek Watershed,Marsh Ck. below Sand Ck,MC12,WGS84,NA,4/24/2019,1899-12-31 09:00:00,American Rivers,SWAMP_2016_WS,X,NA,None,1,BMI_Reach-WideBenthos,Integrated,0,Insufficient cobble assessed,NA,D-Frame Kick Net,3985,Oligochaeta,Annelida,Oligochaeta,NA,NA,NA,NA,Undefined,0,NA,303,count,None,NA,NA,0.5mm,0,NA,m,0.99,m2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.707, 37.938),Confluence
246,American Rivers Restoration,Three Creeks Restoration,3CREEKS,Marsh Creek Watershed,Marsh Ck. below Sand Ck,MC12,WGS84,NA,4/24/2019,1899-12-31 09:00:00,American Rivers,SWAMP_2016_WS,X,NA,None,1,BMI_Reach-WideBenthos,Integrated,0,Insufficient cobble assessed,NA,D-Frame Kick Net,3985,Orthocladiinae,Arthropoda,Insecta,Diptera,Chironomidae,NA,NA,Larva,0,NA,24,count,None,NA,NA,0.5mm,0,NA,m,0.99,m2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.707, 37.938),Confluence
247,American Rivers Restoration,Three Creeks Restoration,3CREEKS,Marsh Creek Watershed,Marsh Ck. below Sand Ck,MC12,WGS84,NA,4/24/2019,1899-12-31 09:00:00,American Rivers,SWAMP_2016_WS,X,NA,None,1,BMI_Reach-WideBenthos,Integrated,0,Insufficient cobble assessed,NA,D-Frame Kick Net,3985,Orthocladiinae,Arthropoda,Insecta,Diptera,Chironomidae,NA,NA,Pupa,0,NA,9,count,None,NA,NA,0.5mm,0,NA,m,0.99,m2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.707, 37.938),Confluence
248,American Rivers Restoration,Three Creeks Restoration,3CREEKS,Marsh Creek Watershed,Marsh Ck. below Sand Ck,MC12,WGS84,NA,4/24/2019,1899-12-31 09:00:00,American Rivers,SWAMP_2016_WS,X,NA,None,1,BMI_Reach-WideBenthos,Integrated,0,Insufficient cobble assessed,NA,D-Frame Kick Net,3985,Ostracoda,Arthropoda,Ostracoda,NA,NA,NA,NA,Undefined,0,NA,163,count,None,NA,NA,0.5mm,0,NA,m,0.99,m2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.707, 37.938),Confluence
249,American Rivers Restoration,Three Creeks Restoration,3CREEKS,Marsh Creek Watershed,Marsh Ck. below Sand Ck,MC12,WGS84,NA,4/24/2019,1899-12-31 09:00:00,American Rivers,SWAMP_2016_WS,X,NA,None,1,BMI_Reach-WideBenthos,Integrated,0,Insufficient cobble assessed,NA,D-Frame Kick Net,3985,Physa,Mollusca,Gastropoda,Basommatophora,Physidae,Physa,NA,Undefined,0,NA,176,count,None,NA,NA,0.5mm,0,NA,m,0.99,m2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.707, 37.938),Confluence
250,American Rivers Restoration,Three Creeks Restoration,3CREEKS,Marsh Creek Watershed,Marsh Ck. below Sand Ck,MC12,WGS84,NA,4/24/2019,1899-12-31 09:00:00,American Rivers,SWAMP_2016_WS,X,NA,None,1,BMI_Reach-WideBenthos,Integrated,0,Insufficient cobble assessed,NA,D-Frame Kick Net,3985,Simulium,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,NA,Larva,0,NA,17,count,None,NA,NA,0.5mm,0,NA,m,0.99,m2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.707, 37.938),Confluence
251,American Rivers Restoration,Three Creeks Restoration,3CREEKS,Marsh Creek Watershed,Marsh Ck. below Sand Ck,MC12,WGS84,NA,4/24/2019,1899-12-31 09:00:00,American Rivers,SWAMP_2016_WS,X,NA,None,1,BMI_Reach-WideBenthos,Integrated,0,Insufficient cobble assessed,NA,D-Frame Kick Net,3985,Simulium,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,NA,Pupa,0,NA,2,count,None,NA,NA,0.5mm,0,NA,m,0.99,m2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.707, 37.938),Confluence
252,American Rivers Restoration,Three Creeks Restoration,3CREEKS,Marsh Creek Watershed,Marsh Ck. below Sand Ck,MC12,WGS84,NA,4/24/2019,1899-12-31 09:00:00,American Rivers,SWAMP_2016_WS,X,NA,None,1,BMI_Reach-WideBenthos,Integrated,0,Insufficient cobble assessed,NA,D-Frame Kick Net,3985,Tanytarsini,Arthropoda,Insecta,Diptera,Chironomidae,NA,NA,Larva,0,NA,10,count,None,NA,NA,0.5mm,0,NA,m,0.99,m2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.707, 37.938),Confluence
253,American Rivers Restoration,Three Creeks Restoration,3CREEKS,Marsh Creek Watershed,Sungold Park,MCN10,WGS84,NA,4/24/2019,1899-12-31 12:15:00,American Rivers,SWAMP_2016_WS,X,NR,NR,1,BMI_Reach-WideBenthos,Integrated,0,"Salinity probe broken, re-collected on 6/21/2019; Insufficient cobbles assessed",NA,D-Frame Kick Net,3986,Baetis,Arthropoda,Insecta,Ephemeroptera,Baetidae,Baetis,NA,Larva,0,NA,19,count,None,NA,NA,0.5mm,0,NA,m,0.99,m2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.706, 37.942),Confluence
254,American Rivers Restoration,Three Creeks Restoration,3CREEKS,Marsh Creek Watershed,Sungold Park,MCN10,WGS84,NA,4/24/2019,1899-12-31 12:15:00,American Rivers,SWAMP_2016_WS,X,NR,NR,1,BMI_Reach-WideBenthos,Integrated,0,"Salinity probe broken, re-collected on 6/21/2019; Insufficient cobbles assessed",NA,D-Frame Kick Net,3986,Fallceon,Arthropoda,Insecta,Ephemeroptera,Baetidae,Fallceon,NA,Larva,0,NA,2,count,None,NA,NA,0.5mm,0,NA,m,0.99,m2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.706, 37.942),Confluence
255,American Rivers Restoration,Three Creeks Restoration,3CREEKS,Marsh Creek Watershed,Sungold Park,MCN10,WGS84,NA,4/24/2019,1899-12-31 12:15:00,American Rivers,SWAMP_2016_WS,X,NR,NR,1,BMI_Reach-WideBenthos,Integrated,0,"Salinity probe broken, re-collected on 6/21/2019; Insufficient cobbles assessed",NA,D-Frame Kick Net,3986,Hyalella,Arthropoda,Malacostraca,Amphipoda,Hyalellidae,Hyalella,NA,Undefined,0,NA,17,count,None,NA,NA,0.5mm,0,NA,m,0.99,m2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.706, 37.942),Confluence
256,American Rivers Restoration,Three Creeks Restoration,3CREEKS,Marsh Creek Watershed,Sungold Park,MCN10,WGS84,NA,4/24/2019,1899-12-31 12:15:00,American Rivers,SWAMP_2016_WS,X,NR,NR,1,BMI_Reach-WideBenthos,Integrated,0,"Salinity probe broken, re-collected on 6/21/2019; Insufficient cobbles assessed",NA,D-Frame Kick Net,3986,Oligochaeta,Annelida,Oligochaeta,NA,NA,NA,NA,Undefined,0,NA,203,count,None,NA,NA,0.5mm,0,NA,m,0.99,m2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.706, 37.942),Confluence
257,American Rivers Restoration,Three Creeks Restoration,3CREEKS,Marsh Creek Watershed,Sungold Park,MCN10,WGS84,NA,4/24/2019,1899-12-31 12:15:00,American Rivers,SWAMP_2016_WS,X,NR,NR,1,BMI_Reach-WideBenthos,Integrated,0,"Salinity probe broken, re-collected on 6/21/2019; Insufficient cobbles assessed",NA,D-Frame Kick Net,3986,Orthocladiinae,Arthropoda,Insecta,Diptera,Chironomidae,NA,NA,Larva,0,NA,12,count,None,NA,NA,0.5mm,0,NA,m,0.99,m2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.706, 37.942),Confluence
258,American Rivers Restoration,Three Creeks Restoration,3CREEKS,Marsh Creek Watershed,Sungold Park,MCN10,WGS84,NA,4/24/2019,1899-12-31 12:15:00,American Rivers,SWAMP_2016_WS,X,NR,NR,1,BMI_Reach-WideBenthos,Integrated,0,"Salinity probe broken, re-collected on 6/21/2019; Insufficient cobbles assessed",NA,D-Frame Kick Net,3986,Orthocladiinae,Arthropoda,Insecta,Diptera,Chironomidae,NA,NA,Pupa,0,NA,5,count,None,NA,NA,0.5mm,0,NA,m,0.99,m2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.706, 37.942),Confluence
259,American Rivers Restoration,Three Creeks Restoration,3CREEKS,Marsh Creek Watershed,Sungold Park,MCN10,WGS84,NA,4/24/2019,1899-12-31 12:15:00,American Rivers,SWAMP_2016_WS,X,NR,NR,1,BMI_Reach-WideBenthos,Integrated,0,"Salinity probe broken, re-collected on 6/21/2019; Insufficient cobbles assessed",NA,D-Frame Kick Net,3986,Ostracoda,Arthropoda,Ostracoda,NA,NA,NA,NA,Undefined,0,NA,112,count,None,NA,NA,0.5mm,0,NA,m,0.99,m2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.706, 37.942),Confluence
260,American Rivers Restoration,Three Creeks Restoration,3CREEKS,Marsh Creek Watershed,Sungold Park,MCN10,WGS84,NA,4/24/2019,1899-12-31 12:15:00,American Rivers,SWAMP_2016_WS,X,NR,NR,1,BMI_Reach-WideBenthos,Integrated,0,"Salinity probe broken, re-collected on 6/21/2019; Insufficient cobbles assessed",NA,D-Frame Kick Net,3986,Physa,Mollusca,Gastropoda,Basommatophora,Physidae,Physa,NA,Undefined,0,NA,83,count,None,NA,NA,0.5mm,0,NA,m,0.99,m2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.706, 37.942),Confluence
261,American Rivers Restoration,Three Creeks Restoration,3CREEKS,Marsh Creek Watershed,Sungold Park,MCN10,WGS84,NA,4/24/2019,1899-12-31 12:15:00,American Rivers,SWAMP_2016_WS,X,NR,NR,1,BMI_Reach-WideBenthos,Integrated,0,"Salinity probe broken, re-collected on 6/21/2019; Insufficient cobbles assessed",NA,D-Frame Kick Net,3986,Potamopyrgus antipodarum,Mollusca,Gastropoda,Hypsogastropoda,Hydrobiidae,Potamopyrgus,Potamopyrgus antipodarum,Undefined,0,NA,128,count,None,NA,NA,0.5mm,0,NA,m,0.99,m2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.706, 37.942),Confluence
262,American Rivers Restoration,Three Creeks Restoration,3CREEKS,Marsh Creek Watershed,Sungold Park,MCN10,WGS84,NA,4/24/2019,1899-12-31 12:15:00,American Rivers,SWAMP_2016_WS,X,NR,NR,1,BMI_Reach-WideBenthos,Integrated,0,"Salinity probe broken, re-collected on 6/21/2019; Insufficient cobbles assessed",NA,D-Frame Kick Net,3986,Simulium,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,NA,Larva,0,NA,26,count,None,NA,NA,0.5mm,0,NA,m,0.99,m2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.706, 37.942),Confluence
